Income_INR,Village_Risk_Score,Loan_Size_INR,Past_Repayment_History,Default
9062,0.218,11294,1,0
5000,0.101,7727,2,0
22826,0.239,20578,1,0
6306,0.477,9894,1,1
12744,0.171,15358,1,0
9477,0.222,21454,1,0
18560,0.269,19354,1,0
12125,0.377,27023,0,1
8800,0.093,10727,1,0
6331,0.459,10219,1,0
14748,0.161,14769,0,0
5000,0.526,10495,2,0
13669,0.384,29686,0,1
5712,0.519,11991,1,0
18511,0.18,32277,1,1
10728,0.215,11158,2,0
13657,0.349,23718,1,0
10311,0.448,24901,1,0
5000,0.256,8808,1,0
6435,0.508,15500,1,1
13852,0.13,14400,0,1
10757,0.227,23414,0,0
17863,0.329,34096,1,0
12108,0.215,25673,1,1
6103,0.05,11551,0,1
6647,0.166,9364,0,1
10419,0.182,19191,1,0
5000,0.273,11786,1,1
22850,0.241,29176,0,1
12343,0.264,29607,1,0
18279,0.156,9207,1,0
5000,0.36,5000,0,1
18440,0.118,26498,1,0
30204,0.392,65902,2,0
5113,0.609,5000,1,1
14555,0.479,27017,0,1
9902,0.127,15334,1,1
5000,0.274,5053,2,0
12663,0.438,12665,0,1
15014,0.263,8316,0,1
7327,0.553,11182,1,0
17729,0.255,23850,1,1
5000,0.403,5038,1,0
5000,0.21,12189,1,0
10596,0.349,22452,2,0
10023,0.211,15059,1,0
6916,0.201,10344,2,0
14835,0.465,11966,0,1
12905,0.029,22755,2,0
15200,0.059,36520,1,0
9306,0.086,21277,2,0
13376,0.552,7732,1,0
7920,0.134,5000,1,1
27636,0.785,66843,2,1
6592,0.067,5404,2,0
28357,0.049,44120,1,0
10071,0.175,5608,2,0
5000,0.251,10854,1,1
19614,0.362,12700,1,1
10540,0.169,18465,2,0
15147,0.557,7860,0,0
18250,0.453,13304,1,1
11719,0.207,17291,1,0
7360,0.42,5000,2,1
16120,0.218,13070,0,0
9900,0.168,6791,1,0
13945,0.406,6766,2,0
5000,0.197,12195,0,0
12375,0.367,16649,0,0
7191,0.25,15849,0,1
22621,0.458,26065,0,1
13514,0.329,6614,2,1
11158,0.393,20763,2,0
12621,0.244,6075,2,0
6007,0.506,9376,1,0
22284,0.16,15423,2,0
26787,0.405,48450,2,0
12045,0.072,27399,2,0
21921,0.355,52766,0,1
7445,0.359,11230,0,1
6643,0.599,10089,2,1
10101,0.395,5000,2,0
12301,0.117,24808,2,0
8127,0.278,19571,1,1
12950,0.177,17098,1,1
11535,0.151,23841,1,0
6007,0.249,12464,1,1
12828,0.016,26297,1,1
15241,0.602,30379,1,0
10783,0.328,9183,0,1
17611,0.12,34835,1,0
5384,0.177,5000,1,0
12506,0.258,23714,1,0
5512,0.148,5000,0,0
5670,0.166,13208,2,0
7219,0.28,15431,2,0
6179,0.517,11334,0,0
7525,0.47,5000,0,1
8892,0.403,18962,1,0
15041,0.116,33661,1,0
8428,0.179,15549,1,1
5000,0.371,12246,2,0
17501,0.159,10414,1,0
6512,0.325,12296,1,1
9610,0.041,14436,1,0
12372,0.344,8732,1,1
10935,0.614,19495,1,0
17104,0.508,35560,2,0
12575,0.501,9380,1,0
6433,0.397,13294,2,0
29415,0.314,17509,2,0
10907,0.6,17908,0,1
9194,0.168,19094,1,1
16025,0.392,11322,2,0
11211,0.445,17941,1,0
12083,0.166,15615,1,1
34409,0.26,57645,0,1
8625,0.26,11133,1,0
8443,0.478,7826,2,0
10491,0.252,9788,1,0
16911,0.199,37474,0,1
5000,0.477,5000,2,1
5000,0.615,5000,2,0
7379,0.567,5000,0,1
5000,0.076,5000,2,0
8003,0.437,5000,1,1
12724,0.078,9375,1,0
6339,0.494,5101,2,1
5000,0.555,5000,1,0
10246,0.282,6767,1,0
15233,0.108,9105,1,0
5000,0.441,7685,2,0
14914,0.072,28476,1,0
14893,0.089,25666,1,0
15947,0.513,25022,2,1
18201,0.105,24119,1,0
29762,0.65,51529,1,1
8282,0.507,19000,1,0
10454,0.2,17956,0,1
8036,0.074,5000,0,1
9906,0.116,15830,2,0
21299,0.483,31967,0,1
5051,0.746,6816,1,1
6434,0.186,10260,1,0
19704,0.56,35713,2,0
16481,0.351,7882,2,0
8253,0.302,11624,2,0
15171,0.357,32106,2,0
11738,0.345,17779,0,1
20955,0.12,11368,1,0
10272,0.377,20829,2,0
16528,0.425,39283,1,0
37086,0.138,81177,2,0
13347,0.545,15501,0,1
10144,0.273,15451,1,0
14203,0.053,23318,2,0
8244,0.117,15691,1,0
32662,0.107,58751,2,1
10829,0.192,8859,0,0
8634,0.465,18740,0,0
6516,0.405,14228,1,0
17130,0.065,21398,0,1
15269,0.1,10305,0,1
7718,0.727,12950,1,0
13203,0.037,15187,1,0
5000,0.317,9784,1,1
10856,0.036,11538,2,0
12411,0.108,11819,2,0
23240,0.586,51645,2,0
6731,0.29,11398,1,1
5222,0.044,5000,0,1
6325,0.143,11686,1,0
5073,0.093,10048,0,0
19309,0.489,17260,1,1
21468,0.189,52211,1,1
11615,0.275,13741,1,0
18226,0.283,43292,2,1
10582,0.525,10758,1,0
9437,0.44,15848,0,0
8378,0.57,12458,0,1
8474,0.122,21046,2,0
5000,0.075,6287,1,1
11295,0.237,8770,0,1
9699,0.635,20851,0,1
14366,0.473,7015,1,0
10370,0.386,23421,0,1
9123,0.302,5768,1,0
6402,0.138,10251,1,1
10260,0.357,19476,0,1
14315,0.025,15837,0,0
5587,0.487,12147,0,0
10339,0.388,17027,1,0
11120,0.22,13675,0,1
6911,0.358,7487,2,1
7376,0.172,5000,1,0
11106,0.179,19378,1,0
5615,0.431,6539,1,1
11789,0.431,12652,0,1
6325,0.098,15148,2,0
16838,0.201,16381,2,0
31853,0.262,71377,1,0
6435,0.392,15750,2,0
12927,0.186,27506,0,0
6881,0.395,5000,2,0
16655,0.608,37042,1,0
5257,0.103,5000,1,1
12585,0.404,14371,1,0
6396,0.103,15878,1,1
8924,0.398,11159,0,1
5910,0.153,10492,1,0
14930,0.409,15714,0,1
6512,0.173,7657,1,1
13042,0.158,21585,0,1
8332,0.289,19926,2,0
9346,0.146,9282,1,0
10655,0.076,9797,2,0
6762,0.096,5000,1,0
10994,0.09,9064,0,1
21272,0.493,20231,1,1
6707,0.297,5000,1,1
17781,0.519,28158,1,1
20932,0.151,13945,1,0
6580,0.175,9695,1,0
5000,0.58,5000,0,1
11510,0.105,27221,2,0
7527,0.257,7865,1,1
25192,0.434,14993,2,0
10070,0.491,21712,0,1
6626,0.116,8245,1,1
5577,0.357,11835,2,0
17067,0.139,18027,1,0
7438,0.719,10786,0,1
10116,0.153,13507,1,0
15960,0.259,25084,1,1
7768,0.149,9660,1,0
9672,0.479,13960,0,1
9815,0.48,17928,1,1
13928,0.417,17700,1,0
13298,0.123,24431,1,0
8865,0.424,16845,1,0
10217,0.087,20155,2,1
8218,0.061,11414,2,0
5000,0.274,5000,1,0
11257,0.362,22316,0,1
25491,0.58,58861,0,1
6362,0.042,11264,1,0
6724,0.092,10096,2,0
6403,0.178,10086,0,1
14218,0.198,24821,2,0
12385,0.565,30924,0,1
9142,0.288,5000,1,0
6254,0.324,5000,0,0
10364,0.489,25132,0,1
5000,0.441,6624,0,0
10632,0.314,17926,1,1
15302,0.371,30332,1,0
5294,0.379,10368,0,1
5000,0.01,8795,2,0
21801,0.327,30324,1,1
7288,0.372,11733,2,0
17465,0.472,33747,0,1
9163,0.434,20038,0,1
9127,0.165,6090,2,0
12322,0.17,12122,1,1
6361,0.068,7855,2,0
10575,0.096,19009,0,0
8178,0.373,10066,0,1
5114,0.219,5000,2,0
11716,0.443,5502,1,0
8676,0.102,18821,2,0
9149,0.061,11709,1,0
5404,0.523,5897,0,1
21931,0.207,33221,1,0
15342,0.213,10097,2,0
16027,0.022,19785,2,0
8495,0.316,16810,0,0
5000,0.223,9729,0,1
26277,0.1,53105,1,0
9599,0.328,13262,2,0
6806,0.448,7995,2,0
12190,0.172,26160,0,1
17739,0.399,13551,1,0
9783,0.393,18812,1,1
18756,0.036,42477,1,0
17009,0.088,17024,1,0
5777,0.133,5000,1,0
7066,0.148,10432,1,0
15974,0.25,13649,1,1
5000,0.452,11143,0,1
9184,0.256,8387,2,0
5000,0.325,5296,0,1
7798,0.392,17669,1,1
8523,0.278,7089,1,0
8274,0.16,18683,0,1
7509,0.122,6312,1,1
5718,0.189,13236,2,0
31130,0.461,33218,2,0
25178,0.17,23090,1,0
5535,0.051,7761,1,0
21830,0.336,25658,2,0
8105,0.052,6676,1,1
10557,0.195,11724,1,0
9588,0.149,18197,1,1
7116,0.267,15278,1,1
16186,0.117,34373,0,0
10540,0.237,20967,1,0
7798,0.274,5000,0,1
5154,0.033,6680,1,0
6330,0.083,5000,1,0
5000,0.414,5000,1,0
9957,0.282,19371,2,0
5440,0.36,11242,1,1
8666,0.223,18292,2,0
19634,0.695,44563,1,1
18027,0.142,29548,2,0
9738,0.725,24308,2,0
9475,0.091,13415,2,0
25334,0.394,57138,1,1
12840,0.39,8181,1,0
8400,0.318,5987,1,1
5000,0.333,8198,0,1
12051,0.082,7962,1,0
14982,0.335,8362,1,0
7216,0.122,5858,2,0
11448,0.178,23512,2,1
8252,0.245,19372,0,1
9027,0.347,9932,1,0
5000,0.13,12234,2,0
8858,0.041,18602,2,0
16069,0.37,14058,2,0
7217,0.541,11771,0,1
10160,0.496,25012,1,1
6781,0.335,14801,0,1
11851,0.438,13784,2,1
8881,0.395,9265,2,0
6188,0.41,13121,1,1
19269,0.458,29930,2,0
15747,0.137,11704,0,0
7314,0.281,7960,1,0
12694,0.723,22720,1,0
12948,0.255,9343,1,1
13645,0.306,25479,1,1
5000,0.202,9454,0,1
16371,0.528,15856,1,1
7443,0.174,9199,1,1
8275,0.303,19567,0,1
37009,0.037,73030,2,0
11509,0.095,23645,1,0
8158,0.774,12108,2,1
5000,0.411,5000,0,1
19828,0.197,32551,0,1
5051,0.147,10210,2,0
5992,0.327,5000,1,1
8386,0.456,5358,1,1
20094,0.051,28052,1,0
14568,0.226,19202,0,1
9146,0.152,22524,2,0
11546,0.477,6853,0,1
7330,0.096,7915,0,0
10612,0.193,22411,2,0
10266,0.121,17310,1,0
16064,0.235,25372,2,0
16052,0.045,31406,2,0
12669,0.295,6131,1,0
8257,0.206,19732,1,1
14341,0.164,11496,2,0
9452,0.157,5405,1,0
5762,0.174,6406,1,0
8089,0.169,15167,2,0
10324,0.241,9148,2,0
15601,0.226,7874,2,1
9029,0.052,5000,1,0
5406,0.1,5075,0,0
10181,0.08,6965,2,0
10474,0.113,12382,1,0
10860,0.408,8291,1,1
15676,0.175,17605,1,0
16472,0.301,21965,1,0
7353,0.234,14407,1,0
7273,0.023,6382,1,0
5883,0.099,8222,2,0
14036,0.201,29648,2,0
20422,0.089,50472,0,1
8454,0.113,13276,1,1
8771,0.299,11472,2,0
20607,0.453,35572,2,0
12743,0.26,18111,0,0
12309,0.367,9182,0,0
5456,0.192,7447,1,0
13896,0.338,34130,0,1
6219,0.195,10852,2,0
5613,0.584,5586,1,0
8321,0.126,19880,2,0
7384,0.276,8979,1,0
8859,0.411,10801,1,1
5000,0.153,8474,2,1
15985,0.297,25493,2,0
17393,0.437,17565,0,0
5000,0.306,6904,0,1
16142,0.124,17729,2,0
6599,0.159,12864,1,1
15191,0.312,9984,2,0
9564,0.322,18894,2,0
10040,0.33,7414,1,1
9022,0.639,9406,1,1
18143,0.48,19957,0,1
5325,0.048,13205,2,0
13412,0.164,21977,1,1
17165,0.312,34895,0,1
14159,0.275,22178,1,1
31645,0.066,77994,1,1
7597,0.173,5868,0,0
15972,0.434,26678,0,1
9385,0.053,19470,1,0
18337,0.039,31539,1,0
9859,0.384,22514,2,1
8152,0.044,13545,0,0
19016,0.501,40609,2,1
7740,0.302,5953,1,0
5000,0.186,5000,0,0
7643,0.202,10184,1,0
13487,0.379,29515,2,0
19851,0.23,25722,1,0
10462,0.255,17971,2,1
19131,0.411,23554,0,0
5018,0.56,10499,2,0
7929,0.176,6507,1,0
8567,0.133,14109,2,0
9346,0.654,15080,2,1
10322,0.065,12869,1,0
13981,0.146,26295,1,1
7923,0.069,5000,0,1
10609,0.305,22992,1,1
9676,0.305,10941,1,1
6229,0.175,12866,1,0
9350,0.564,9730,1,1
9211,0.238,7319,2,1
9113,0.392,11099,0,1
10055,0.307,20859,1,0
10278,0.178,19297,1,0
7973,0.39,9904,2,0
18701,0.493,44313,2,1
5515,0.14,6940,1,1
6901,0.294,7844,1,1
39734,0.16,27969,2,0
5889,0.115,5000,0,1
5029,0.188,5707,1,0
14288,0.448,8476,0,1
5000,0.547,6857,2,0
8798,0.644,19410,1,0
28938,0.286,40508,1,1
5000,0.468,7046,1,0
5000,0.197,5000,2,1
5000,0.193,5000,2,1
15509,0.488,13444,0,0
17368,0.307,27663,2,1
7659,0.577,12582,1,1
13927,0.057,12010,0,1
19833,0.502,24548,1,1
24189,0.236,38563,2,0
8750,0.37,17473,1,1
5000,0.274,5357,1,0
6565,0.321,6367,2,1
7995,0.336,15462,2,0
8695,0.398,12860,1,1
9009,0.164,19814,1,1
17317,0.089,14600,1,0
18717,0.443,37790,0,1
9083,0.214,6723,1,1
17141,0.086,27906,0,1
11835,0.11,11783,1,1
10221,0.263,6258,1,0
15572,0.238,26398,1,1
10261,0.064,15025,1,0
27692,0.338,39338,2,1
5000,0.118,8221,2,0
7649,0.017,9042,0,0
9290,0.109,16791,1,0
12329,0.099,8319,1,1
18657,0.152,35475,1,1
9777,0.141,15815,1,0
5000,0.16,7107,1,0
15081,0.434,10075,0,1
14435,0.424,14210,1,0
5000,0.239,5100,2,0
9878,0.399,8801,1,1
5000,0.321,12018,0,1
7098,0.274,16489,0,0
6301,0.29,9748,1,1
14833,0.189,12340,1,0
10492,0.426,24273,1,1
5204,0.15,10271,1,1
15367,0.226,7398,2,0
5000,0.487,7152,1,0
11673,0.216,19498,1,1
6587,0.104,5000,1,0
8243,0.408,5000,1,0
12735,0.283,17490,2,0
12845,0.195,5190,1,0
19312,0.366,9624,2,0
9498,0.497,7093,0,1
11535,0.317,26658,0,1
7951,0.35,15976,1,0
10839,0.514,14589,1,0
12329,0.544,17339,1,1
9422,0.159,17343,2,0
5000,0.046,6981,1,0
11681,0.241,6240,0,0
11876,0.191,23174,1,0
7043,0.245,5000,0,0
5207,0.327,7398,2,0
20701,0.399,45740,2,0
12653,0.1,8180,2,0
8826,0.441,16627,2,0
5605,0.368,5000,1,0
6562,0.268,16310,2,0
18982,0.104,34783,1,0
10602,0.214,25815,1,0
7515,0.296,13552,1,1
12769,0.068,11605,1,0
6586,0.396,15448,1,1
20961,0.479,35969,1,0
19465,0.298,31329,1,0
7837,0.233,10198,2,0
7227,0.347,7210,0,1
5000,0.38,7565,2,0
5000,0.665,5843,2,0
5065,0.235,11111,1,1
10589,0.199,5000,1,0
8407,0.245,12722,1,0
5050,0.237,10893,0,0
8599,0.104,5000,1,0
12742,0.215,12650,1,0
12886,0.243,6548,1,1
5000,0.419,8247,0,1
9282,0.076,9887,0,1
5000,0.383,12077,1,0
15535,0.602,26320,1,1
14648,0.257,23141,0,1
6316,0.139,14694,0,1
6747,0.476,5867,0,1
7858,0.285,12422,2,1
5000,0.424,7699,1,1
11707,0.208,6701,2,0
8634,0.482,20355,1,1
16076,0.311,30070,2,0
5714,0.394,12943,1,0
7262,0.262,17889,1,1
5000,0.369,7036,1,0
5990,0.007,12505,0,1
5480,0.114,8839,0,1
16284,0.425,39929,0,0
6980,0.487,6416,1,0
10531,0.15,5000,1,0
8181,0.232,6467,1,0
5246,0.317,5000,2,0
9098,0.155,11988,2,0
13353,0.379,7512,2,0
5410,0.387,5000,1,0
14832,0.543,8931,1,1
6471,0.257,9203,1,0
7773,0.435,7464,1,0
12904,0.255,17926,1,1
7103,0.286,5000,1,0
10084,0.219,14980,0,0
8456,0.324,5692,1,1
10558,0.322,6426,1,0
5000,0.127,5255,1,0
5000,0.154,11181,0,0
13466,0.029,27686,0,0
16623,0.272,40133,1,1
6277,0.41,8577,0,1
8760,0.063,9251,2,0
11468,0.235,27970,2,0
13997,0.48,16820,1,0
5000,0.211,5000,2,0
6354,0.039,13486,1,0
8380,0.252,6330,1,0
14066,0.182,26833,1,0
34517,0.115,14903,2,0
8830,0.323,5590,2,0
5000,0.133,7077,2,0
12102,0.46,6566,1,1
19158,0.244,43415,1,0
10446,0.36,20628,1,1
6289,0.319,6850,1,1
15978,0.049,26441,1,1
13791,0.135,26238,0,1
5925,0.193,11769,1,1
11976,0.153,14742,2,0
16295,0.28,37275,2,0
17871,0.214,42493,1,1
9573,0.156,7764,0,0
8274,0.31,19144,2,0
18281,0.154,34672,2,1
5404,0.408,12240,1,1
12323,0.466,15922,2,0
5000,0.205,8942,1,1
16859,0.292,15077,2,0
8699,0.306,17200,0,1
18662,0.259,30264,2,1
12653,0.269,17841,2,0
5368,0.106,9957,0,1
20177,0.067,31475,1,1
21496,0.779,43147,2,0
15384,0.251,33888,0,1
6762,0.214,14075,1,1
8492,0.229,8881,1,0
10643,0.264,26075,1,0
6961,0.092,12283,1,0
23067,0.232,24896,1,1
10637,0.141,5206,0,1
5000,0.068,12375,0,1
11727,0.42,19443,1,0
8315,0.449,7299,0,0
9533,0.312,13645,1,0
8231,0.229,10164,1,0
14816,0.089,35528,2,0
17323,0.511,24852,0,1
11401,0.054,16165,2,0
8352,0.179,17278,1,1
9694,0.484,11836,1,0
9994,0.221,8122,0,1
6626,0.121,13342,1,0
13219,0.412,30553,2,0
12456,0.725,6178,0,1
21380,0.28,47160,2,0
18539,0.452,24463,1,0
7024,0.271,7074,2,1
14915,0.404,7193,2,1
6151,0.28,5115,0,1
14016,0.728,15404,1,1
7644,0.023,5000,0,0
5933,0.35,5000,0,0
11384,0.029,22170,1,0
5000,0.214,9212,0,1
5000,0.245,10083,1,0
9056,0.281,6765,1,1
10313,0.131,5057,1,0
8228,0.421,11388,1,0
5000,0.118,5599,2,0
6575,0.165,13355,2,0
12035,0.146,18432,1,0
13238,0.448,31183,1,1
9817,0.117,5188,1,0
17648,0.745,20538,1,1
12072,0.183,15102,0,1
6810,0.219,5000,1,0
8601,0.338,13972,0,1
5000,0.32,5000,1,0
9376,0.534,17784,2,0
17258,0.447,8260,2,1
13941,0.127,31149,2,0
19950,0.297,10704,0,1
8506,0.323,11554,0,1
19400,0.048,14090,0,1
8985,0.2,6106,1,0
20656,0.113,39548,0,0
9789,0.302,19832,2,0
14095,0.054,27519,0,1
20693,0.105,25832,1,0
8984,0.287,22288,2,0
11039,0.141,12296,2,0
18853,0.066,17252,1,1
9260,0.337,23082,1,0
5113,0.365,12538,1,1
28897,0.251,47474,1,0
7825,0.191,6565,1,0
10714,0.267,9652,2,0
17641,0.07,26353,1,0
7300,0.404,14819,1,1
5979,0.465,5000,0,0
11235,0.194,20720,0,0
5000,0.406,5000,1,1
8570,0.072,18619,1,1
11187,0.812,16975,1,0
8647,0.231,21431,2,0
5000,0.17,9906,2,0
21962,0.235,31717,0,0
10422,0.539,7259,2,0
20243,0.496,31154,1,0
8690,0.269,5564,2,0
6374,0.165,14665,2,0
11322,0.11,9999,1,0
8884,0.44,19700,1,1
5492,0.44,5702,1,1
20638,0.334,17872,1,1
7250,0.327,7532,1,0
5000,0.15,9429,0,1
19227,0.232,28897,2,0
7691,0.469,5000,1,0
7303,0.323,5023,2,0
5000,0.378,5974,2,0
23634,0.308,26256,2,0
5194,0.354,11367,1,1
10190,0.577,16322,1,0
15620,0.14,12372,1,1
12220,0.301,5615,2,0
9606,0.375,5907,1,1
5000,0.279,9354,0,0
6602,0.094,14385,1,1
10871,0.199,22214,1,1
6676,0.354,13746,2,0
10956,0.293,10386,0,1
13917,0.065,34473,1,1
16014,0.189,9311,0,1
5361,0.178,11388,2,0
29682,0.222,17908,2,0
14526,0.139,13971,1,1
9888,0.145,14243,1,1
17064,0.285,8737,0,1
32296,0.586,39651,1,1
5000,0.247,5676,2,0
8842,0.421,15555,0,0
5000,0.26,9539,2,0
10897,0.151,6430,0,1
11881,0.308,5702,1,0
9705,0.231,19695,2,1
7134,0.325,10764,1,0
5000,0.128,7613,2,1
11929,0.343,29340,0,1
20490,0.433,27032,1,0
7364,0.355,5980,2,0
12332,0.213,22561,2,0
5000,0.242,10564,1,0
12439,0.065,18098,2,0
8129,0.214,15063,1,0
6760,0.225,9999,2,1
6767,0.402,8495,0,1
8129,0.171,5000,0,0
11982,0.42,9165,2,0
5135,0.291,7228,1,0
8114,0.311,10003,1,1
9694,0.67,21036,0,1
5712,0.424,5000,1,0
24302,0.307,12279,1,0
6459,0.034,5000,0,1
7081,0.152,12917,0,0
6068,0.155,10003,2,0
24324,0.205,42024,0,1
13048,0.316,9519,0,1
6196,0.099,9197,1,0
17207,0.373,34623,1,1
10941,0.154,20090,2,0
11255,0.218,14871,1,0
8331,0.197,5143,0,1
6804,0.191,15162,1,0
11718,0.251,17635,0,1
7536,0.593,17093,1,0
24547,0.381,32434,2,0
5246,0.268,5000,2,0
21334,0.256,22306,2,0
9361,0.054,11964,0,1
11493,0.258,19422,1,0
15011,0.145,30244,1,0
7221,0.19,6568,0,0
15246,0.663,12109,2,0
5000,0.485,5000,0,1
6905,0.345,16312,1,0
6235,0.125,5000,1,0
5288,0.068,5954,2,0
8888,0.166,12624,1,0
12002,0.081,18820,1,0
14063,0.387,30967,2,0
11163,0.415,7112,0,0
7095,0.601,5000,2,0
11902,0.342,12669,0,1
10531,0.137,13351,2,0
15804,0.184,18726,2,0
14595,0.349,17850,2,0
10049,0.435,21987,1,1
6319,0.377,13630,0,1
7140,0.331,14934,0,0
7518,0.056,14932,1,1
8453,0.364,5000,0,1
11316,0.525,8076,0,1
14151,0.31,27420,0,1
9647,0.125,15910,1,0
9977,0.217,18111,2,0
10632,0.04,20260,0,1
7646,0.209,17693,2,0
6231,0.09,10803,1,0
5000,0.106,5000,1,0
6991,0.168,5000,0,0
12538,0.114,16392,1,0
6964,0.177,13167,0,1
8787,0.317,8717,0,1
12496,0.45,8149,0,1
12840,0.221,32066,1,0
5768,0.464,7382,1,1
16293,0.278,13919,1,0
17390,0.342,12965,2,1
5625,0.259,12442,0,1
6555,0.191,13905,0,1
17953,0.425,30305,1,0
9196,0.206,14246,0,1
5000,0.481,11990,0,0
5000,0.128,5000,1,1
8736,0.617,11116,1,1
5532,0.163,5000,0,0
8048,0.118,10294,2,0
10058,0.254,12139,1,0
20560,0.212,49220,2,0
8559,0.527,9862,1,1
16920,0.146,36430,2,0
20219,0.327,40637,2,0
20275,0.48,14380,1,0
11411,0.155,27635,2,0
5000,0.063,8625,1,0
12461,0.056,20596,1,0
16717,0.282,7097,2,1
9503,0.317,17756,0,0
23677,0.51,12237,2,0
15213,0.231,12007,0,1
13149,0.122,7983,1,0
17037,0.078,20347,2,0
11692,0.229,24214,1,1
5000,0.625,9427,1,0
7711,0.207,5000,1,0
18008,0.093,37398,2,0
6609,0.313,9039,1,1
8850,0.346,5000,0,0
5869,0.379,5106,1,1
24148,0.208,49476,1,0
22942,0.054,44506,1,0
6361,0.38,5061,2,0
10653,0.26,5111,1,0
7042,0.293,7183,1,1
13459,0.507,27853,1,1
12769,0.267,30272,1,1
14851,0.237,23807,1,0
11683,0.348,6908,1,0
40000,0.23,58175,1,0
5919,0.382,14784,1,1
5000,0.288,11856,0,1
8131,0.235,20211,2,0
5000,0.405,9343,1,0
5000,0.367,6473,1,0
5998,0.274,13651,0,1
6241,0.15,14228,1,1
6140,0.39,5000,1,0
12824,0.114,26011,0,1
7684,0.065,17908,2,0
9047,0.235,20690,2,0
15477,0.509,29164,1,0
6746,0.481,10312,0,1
8670,0.46,17612,2,0
11883,0.199,17633,0,0
5000,0.215,5372,0,0
5000,0.434,5000,1,0
11767,0.166,18066,1,0
12657,0.204,17182,1,1
27781,0.043,41711,1,0
10711,0.38,10148,1,0
14911,0.13,24457,0,1
8975,0.206,16069,2,0
11482,0.494,24049,0,1
22779,0.483,37335,2,0
5000,0.136,9938,2,0
12170,0.255,9197,1,0
28790,0.025,18835,2,0
11395,0.044,8857,0,0
22590,0.271,49183,0,1
7225,0.265,11329,0,1
9739,0.339,13208,1,0
10064,0.347,20134,0,1
5000,0.062,5000,1,1
5518,0.341,5000,1,0
5719,0.191,6022,2,1
14928,0.254,13774,1,0
15307,0.43,16002,1,1
11637,0.224,28448,2,1
14943,0.274,23794,2,1
9117,0.455,14926,2,0
18051,0.124,32075,2,0
9940,0.384,12279,1,0
10187,0.507,25019,1,1
8666,0.092,21179,1,1
13935,0.23,28086,1,1
8017,0.262,6771,0,1
16126,0.325,36258,2,0
5619,0.372,5000,2,0
5713,0.216,9842,0,0
13956,0.248,18983,0,0
9468,0.259,5000,0,0
7887,0.059,18127,2,0
15444,0.53,37350,0,1
7305,0.304,16842,1,0
8954,0.116,7200,0,1
19922,0.032,21900,1,1
21366,0.417,51429,1,1
21724,0.39,13545,1,1
8595,0.337,13966,1,0
18312,0.268,25996,2,0
6158,0.182,5000,1,1
6288,0.115,14224,2,0
5000,0.233,5000,2,0
22843,0.091,37570,0,0
6425,0.197,6863,1,0
9290,0.553,11870,1,0
6278,0.141,5297,0,1
14010,0.167,23983,1,0
8202,0.269,20310,1,0
5154,0.13,11084,0,1
12342,0.357,22645,1,0
5000,0.196,9942,0,1
6511,0.611,14080,1,1
5000,0.719,6961,2,0
5000,0.316,7953,0,1
10821,0.309,24677,1,1
5000,0.446,9307,1,0
5000,0.549,5000,0,1
9885,0.099,20136,1,1
7541,0.238,5000,1,0
26796,0.369,58410,1,1
24759,0.121,50890,1,1
6412,0.326,13752,2,1
13076,0.318,5878,0,1
14395,0.421,35154,0,0
7341,0.311,12404,1,0
5000,0.251,10400,2,0
9836,0.234,15637,1,0
9077,0.08,10107,1,1
7959,0.06,8133,1,0
12346,0.137,6752,1,0
6799,0.423,10466,1,0
5563,0.038,5000,2,0
10451,0.044,16637,0,1
12003,0.23,20554,1,0
5495,0.517,7300,2,1
15741,0.085,11464,2,0
5000,0.03,6543,2,0
7412,0.303,16642,1,0
8699,0.108,11847,1,0
7200,0.14,8062,1,1
7461,0.161,12851,2,0
25223,0.543,42870,0,1
6467,0.048,5000,0,0
33543,0.524,30076,2,1
12314,0.223,17711,0,1
10363,0.174,12117,0,0
12558,0.41,13461,2,0
35065,0.269,46847,1,0
6022,0.253,6080,1,0
5652,0.232,6385,2,0
6785,0.466,13738,1,0
10057,0.486,14799,1,0
5000,0.29,11164,1,0
10008,0.197,23939,2,0
23081,0.393,53926,0,0
10675,0.127,9958,1,0
8549,0.363,11910,1,0
7265,0.356,11070,1,0
15510,0.257,33961,1,1
6549,0.404,10307,1,0
24914,0.281,23187,2,0
26021,0.164,40329,0,0
11252,0.21,5547,0,0
9840,0.276,21173,0,1
16569,0.249,26322,1,0
17109,0.339,30260,0,0
6614,0.154,5436,1,0
7606,0.373,11957,2,1
5109,0.677,7737,0,1
12143,0.159,20658,1,0
13812,0.43,30105,1,0
5039,0.138,10106,1,0
7882,0.175,12205,2,0
5046,0.252,11485,0,0
6314,0.252,7278,2,0
13036,0.082,18698,2,0
6858,0.439,12097,1,1
8515,0.125,11287,2,0
5000,0.337,5794,1,1
10867,0.075,6911,1,0
9680,0.12,16799,1,0
6874,0.079,5530,0,0
9004,0.185,6216,0,1
10830,0.114,8475,1,0
6585,0.292,12154,2,0
5000,0.283,5000,0,1
24410,0.165,59809,2,0
7211,0.18,14371,2,0
9429,0.5,11548,1,1
16406,0.233,27003,1,1
40000,0.229,16640,1,0
5312,0.247,11546,2,0
12393,0.219,12015,0,1
6948,0.136,5000,1,0
7559,0.392,15059,0,1
6904,0.481,7540,2,0
5637,0.085,8973,0,0
9694,0.271,21061,2,1
5000,0.491,10147,1,1
15889,0.789,17595,2,0
10173,0.464,22627,2,0
12224,0.274,14872,1,1
